# az(deg), al(deg), L(cd) 
-220.05, 56.45, 484.77
-219.91, 55.08, 574.74
-221.06, 55.73, 520.40
-219.14, 58.54, 517.36
-220.41, 59.18, 464.95
-220.21, 57.81, 495.67
-221.48, 58.45, 502.28
-221.74, 59.81, 545.81
-223.12, 60.41, 467.62
-222.79, 59.06, 518.04
-224.16, 59.66, 504.54
-221.25, 57.09, 472.83
-222.51, 57.71, 480.06
-222.26, 56.35, 614.33
-223.51, 56.96, 487.84
-223.82, 58.31, 478.32
-225.17, 58.90, 535.78
-224.80, 57.56, 465.26
-226.15, 58.13, 465.21
-218.72, 53.06, 513.49
-219.79, 53.72, 504.45
-219.69, 52.35, 680.51
-220.75, 53.00, 492.29
-220.90, 54.36, 516.14
-222.05, 55.00, 458.02
-221.86, 53.64, 467.04
-223.00, 54.26, 579.25
-220.63, 51.64, 483.46
-221.70, 52.28, 467.66
-221.56, 50.92, 525.08
-222.61, 51.56, 468.98
-222.79, 52.91, 464.28
-223.93, 53.53, 468.07
-223.71, 52.18, 545.73
-224.84, 52.79, 476.88
-223.24, 55.62, 467.69
-224.48, 56.22, 535.02
-224.19, 54.87, 442.89
-225.42, 55.47, 466.15
-225.76, 56.80, 471.46
-227.09, 57.37, 507.99
-226.69, 56.04, 498.30
-228.00, 56.60, 414.29
-225.11, 54.13, 500.97
-226.33, 54.71, 445.48
-226.01, 53.38, 502.61
-227.21, 53.95, 440.83
-227.59, 55.28, 440.20
-228.89, 55.82, 438.90
-228.46, 54.51, 441.13
-229.75, 55.05, 413.95
-214.48, 66.90, 522.89
-216.10, 67.57, 557.31
-215.96, 66.19, 499.98
-217.57, 66.85, 492.97
-217.82, 68.22, 524.89
-219.64, 68.86, 549.80
-219.28, 67.49, 506.82
-221.08, 68.10, 508.34
-217.37, 65.47, 574.39
-218.97, 66.12, 470.88
-218.71, 64.75, 506.12
-220.30, 65.38, 479.62
-220.66, 66.74, 701.24
-222.44, 67.34, 480.27
-221.97, 65.99, 494.18
-223.72, 66.57, 431.06
-221.58, 69.47, 611.48
-223.64, 70.05, 499.74
-222.99, 68.70, 504.26
-225.01, 69.26, 470.62
-225.82, 70.60, 498.34
-228.13, 71.12, 673.79
-227.15, 69.80, 471.39
-229.40, 70.30, 438.93
-224.32, 67.92, 569.09
-226.30, 68.47, 427.11
-225.57, 67.14, 470.15
-227.52, 67.67, 506.84
-228.39, 68.99, 459.05
-230.58, 69.48, 498.68
-229.55, 68.18, 459.82
-231.69, 68.65, 524.52
-219.99, 64.01, 473.03
-221.56, 64.63, 535.32
-221.20, 63.27, 465.07
-222.76, 63.87, 500.72
-223.21, 65.23, 489.76
-224.94, 65.80, 449.86
-224.39, 64.46, 449.50
-226.10, 65.02, 429.29
-222.37, 62.52, 550.16
-223.91, 63.11, 514.94
-223.49, 61.76, 480.48
-225.01, 62.34, 577.11
-225.52, 63.68, 514.73
-227.20, 64.23, 508.96
-226.59, 62.90, 519.58
-228.25, 63.44, 425.46
-226.76, 66.35, 441.92
-228.66, 66.87, 444.64
-227.88, 65.55, 417.17
-229.75, 66.06, 408.58
-230.65, 67.36, 421.36
-232.74, 67.82, 446.54
-231.69, 66.54, 417.40
-233.72, 66.98, 458.57
-228.95, 64.75, 459.26
-230.78, 65.24, 441.43
-229.97, 63.94, 683.11
-231.76, 64.43, 452.08
-232.68, 65.71, 435.64
-234.66, 66.15, 430.66
-233.62, 64.88, 420.07
-235.55, 65.31, 647.63
-230.57, 71.60, 468.69
-233.14, 72.05, 444.38
-231.76, 70.77, 613.07
-234.25, 71.20, 403.99
-235.84, 72.46, 462.06
-238.66, 72.82, 477.29
-236.85, 71.60, 436.77
-239.56, 71.95, 411.80
-232.88, 69.93, 515.65
-235.28, 70.35, 449.78
-233.92, 69.09, 513.67
-236.25, 69.50, 425.73
-237.79, 70.73, 562.70
-240.40, 71.07, 623.00
-238.67, 69.86, 448.50
-241.18, 70.19, 423.23
-241.61, 73.14, 403.83
-244.65, 73.40, 372.38
-242.37, 72.25, 396.81
-245.28, 72.51, 437.56
-247.79, 73.62, 435.49
-251.01, 73.78, 383.59
-248.27, 72.71, 412.69
-251.33, 72.86, 349.26
-243.09, 71.36, 375.07
-245.87, 71.61, 395.89
-243.77, 70.47, 363.02
-246.44, 70.71, 415.29
-248.73, 71.81, 379.75
-251.63, 71.95, 355.29
-249.16, 70.90, 392.65
-251.94, 71.04, 351.59
-234.91, 68.25, 554.19
-237.16, 68.64, 401.77
-235.83, 67.40, 497.30
-238.02, 67.78, 445.98
-239.50, 68.99, 398.16
-241.92, 69.31, 393.96
-240.29, 68.12, 420.48
-242.62, 68.43, 436.18
-236.71, 66.55, 423.87
-238.84, 66.92, 407.04
-237.55, 65.70, 600.00
-239.61, 66.05, 413.27
-241.03, 67.25, 381.98
-243.29, 67.55, 400.75
-241.74, 66.38, 406.85
-243.93, 66.66, 380.65
-244.41, 69.58, 392.90
-246.97, 69.81, 371.52
-245.02, 68.69, 398.95
-247.48, 68.91, 390.18
-249.58, 69.99, 672.15
-252.24, 70.13, 353.12
-249.99, 69.09, 341.63
-252.54, 69.22, 371.19
-245.61, 67.80, 389.44
-247.97, 68.01, 356.97
-246.16, 66.91, 388.94
-248.45, 67.12, 546.91
-250.39, 68.18, 455.61
-252.84, 68.31, 341.67
-250.78, 67.28, 388.22
-253.13, 67.40, 342.69
-224.56, 61.00, 487.57
-226.06, 61.57, 489.40
-225.59, 60.24, 906.53
-227.07, 60.79, 555.76
-227.62, 62.12, 445.51
-229.25, 62.64, 465.55
-228.61, 61.33, 452.53
-230.21, 61.84, 681.30
-226.58, 59.47, 649.04
-228.05, 60.01, 434.11
-227.54, 58.69, 459.59
-228.98, 59.23, 556.98
-229.56, 60.53, 493.95
-231.14, 61.03, 404.34
-230.48, 59.74, 465.83
-232.03, 60.23, 382.01
-230.94, 63.14, 406.48
-232.70, 63.61, 387.77
-231.87, 62.32, 386.92
-233.59, 62.78, 392.61
-234.52, 64.05, 419.99
-236.40, 64.46, 379.57
-235.38, 63.22, 406.29
-237.22, 63.62, 442.44
-232.77, 61.51, 396.45
-234.46, 61.96, 451.58
-233.63, 60.69, 464.13
-235.29, 61.13, 470.94
-236.20, 62.38, 406.74
-238.00, 62.77, 426.81
-236.99, 61.54, 801.54
-238.76, 61.93, 443.23
-228.47, 57.91, 449.59
-229.89, 58.44, 403.74
-229.36, 57.13, 1053.08
-230.77, 57.65, 497.23
-231.37, 58.94, 434.13
-232.89, 59.42, 412.71
-232.22, 58.14, 616.59
-233.73, 58.61, 449.40
-230.23, 56.35, 418.37
-231.62, 56.86, 829.22
-231.08, 55.56, 560.12
-232.45, 56.06, 460.66
-233.06, 57.34, 816.17
-234.53, 57.80, 501.18
-233.86, 56.54, 407.54
-235.32, 56.99, 494.22
-234.47, 59.88, 527.21
-236.09, 60.30, 407.68
-235.27, 59.06, 537.66
-236.87, 59.48, 443.05
-237.76, 60.71, 384.78
-239.48, 61.08, 479.13
-238.51, 59.87, 389.34
-240.19, 60.23, 370.06
-236.05, 58.24, 396.43
-237.62, 58.65, 515.29
-236.81, 57.41, 398.70
-238.35, 57.81, 412.94
-239.23, 59.03, 446.11
-240.88, 59.38, 529.77
-239.93, 58.19, 456.14
-241.55, 58.53, 559.34
-238.35, 64.84, 421.67
-240.36, 65.19, 392.00
-239.11, 63.99, 395.40
-241.07, 64.33, 527.83
-242.42, 65.50, 372.76
-244.54, 65.78, 528.04
-243.07, 64.63, 857.79
-245.13, 64.90, 439.81
-239.85, 63.13, 1062.95
-241.75, 63.46, 413.03
-240.56, 62.28, 374.62
-242.42, 62.60, 378.31
-243.71, 63.76, 402.00
-245.70, 64.02, 417.80
-244.32, 62.88, 387.86
-246.26, 63.13, 780.54
-246.71, 66.02, 365.02
-248.91, 66.22, 378.46
-247.23, 65.13, 450.22
-249.37, 65.32, 464.34
-251.16, 66.38, 361.34
-253.43, 66.49, 348.61
-251.54, 65.47, 327.38
-253.73, 65.59, 334.19
-247.74, 64.24, 329.50
-249.81, 64.42, 419.44
-248.24, 63.35, 358.01
-250.25, 63.53, 410.87
-251.91, 64.57, 384.58
-254.04, 64.68, 344.99
-252.28, 63.67, 320.40
-254.34, 63.77, 396.73
-241.25, 61.42, 354.78
-243.06, 61.73, 408.42
-241.92, 60.56, 364.90
-243.69, 60.87, 352.19
-244.91, 62.01, 951.06
-246.80, 62.25, 380.72
-245.49, 61.14, 347.06
-247.34, 61.37, 526.12
-242.57, 59.71, 450.58
-244.30, 60.00, 361.68
-243.20, 58.85, 355.72
-244.89, 59.13, 342.99
-246.06, 60.26, 379.10
-247.86, 60.49, 400.57
-246.61, 59.39, 2042.40
-248.37, 59.61, 341.42
-248.73, 62.46, 381.16
-250.68, 62.63, 406.75
-249.21, 61.57, 381.11
-251.11, 61.74, 400.09
-252.66, 62.77, 330.47
-254.65, 62.86, 404.36
-253.03, 61.87, 342.63
-254.97, 61.96, 335.03
-249.68, 60.69, 342.90
-251.53, 60.84, 358.15
-250.15, 59.80, 430.66
-251.95, 59.95, 372.45
-253.40, 60.97, 494.26
-255.29, 61.05, 430.02
-253.77, 60.07, 441.06
-255.61, 60.15, 377.13
-215.13, 44.76, 650.75
-215.95, 45.47, 563.34
-216.02, 44.09, 545.14
-216.84, 44.80, 592.55
-216.79, 46.18, 509.82
-217.67, 46.88, 515.73
-217.69, 45.50, 487.42
-218.56, 46.19, 526.10
-216.89, 43.43, 588.67
-217.72, 44.13, 517.70
-217.75, 42.75, 576.24
-218.58, 43.45, 515.14
-218.56, 44.82, 574.54
-219.43, 45.51, 486.56
-219.42, 44.14, 519.28
-220.29, 44.82, 481.79
-218.56, 47.57, 485.66
-219.49, 48.24, 514.16
-219.45, 46.87, 721.44
-220.38, 47.55, 1243.43
-220.45, 48.91, 495.12
-221.44, 49.56, 488.40
-221.34, 48.20, 477.80
-222.32, 48.85, 475.91
-220.33, 46.18, 478.71
-221.25, 46.84, 527.83
-221.19, 45.48, 535.48
-222.11, 46.14, 484.26
-222.20, 47.50, 484.32
-223.19, 48.13, 459.56
-223.06, 46.78, 461.45
-224.03, 47.41, 484.85
-218.60, 42.08, 571.16
-219.42, 42.77, 499.14
-219.43, 41.40, 522.06
-220.25, 42.08, 1083.04
-220.26, 43.45, 519.40
-221.13, 44.12, 606.43
-221.10, 42.76, 550.96
-221.96, 43.43, 540.17
-220.25, 40.72, 508.01
-221.07, 41.40, 503.44
-221.06, 40.04, 546.22
-221.88, 40.71, 490.32
-221.91, 42.07, 536.72
-222.78, 42.73, 564.53
-222.72, 41.37, 559.11
-223.58, 42.03, 505.33
-222.03, 44.78, 461.54
-222.95, 45.43, 464.46
-222.85, 44.08, 483.14
-223.77, 44.72, 471.35
-223.89, 46.07, 445.74
-224.87, 46.69, 462.61
-224.71, 45.35, 491.28
-225.68, 45.97, 478.02
-223.67, 43.37, 489.98
-224.58, 44.01, 523.05
-224.47, 42.67, 495.41
-225.38, 43.30, 444.13
-225.52, 44.63, 502.99
-226.49, 45.25, 498.91
-226.32, 43.92, 454.19
-227.28, 44.52, 450.41
-222.46, 50.20, 479.11
-223.51, 50.83, 520.98
-223.34, 49.48, 541.75
-224.38, 50.10, 445.79
-224.60, 51.45, 467.69
-225.72, 52.04, 454.59
-225.47, 50.71, 445.34
-226.58, 51.30, 494.29
-224.20, 48.76, 479.06
-225.24, 49.37, 494.69
-225.04, 48.03, 507.24
-226.08, 48.64, 503.06
-226.32, 49.97, 457.70
-227.42, 50.55, 507.93
-227.15, 49.23, 426.03
-228.25, 49.80, 430.79
-226.88, 52.63, 475.75
-228.08, 53.19, 448.99
-227.73, 51.87, 424.24
-228.92, 52.43, 637.69
-229.31, 53.74, 449.18
-230.59, 54.27, 420.80
-230.14, 52.97, 408.33
-231.41, 53.49, 507.59
-228.57, 51.12, 448.99
-229.74, 51.67, 439.56
-229.38, 50.36, 459.05
-230.55, 50.90, 467.66
-230.96, 52.20, 546.47
-232.20, 52.71, 411.95
-231.75, 51.42, 436.00
-232.99, 51.93, 632.81
-225.87, 47.31, 591.73
-226.90, 47.90, 467.61
-226.68, 46.57, 431.71
-227.71, 47.17, 476.63
-227.96, 48.48, 416.70
-229.06, 49.05, 447.76
-228.76, 47.74, 430.26
-229.85, 48.30, 422.66
-227.48, 45.84, 453.02
-228.50, 46.43, 468.67
-228.27, 45.11, 443.05
-229.28, 45.69, 475.31
-229.55, 46.99, 423.67
-230.63, 47.55, 456.33
-230.32, 46.25, 447.38
-231.40, 46.79, 407.76
-230.18, 49.60, 448.34
-231.34, 50.13, 458.53
-230.97, 48.84, 486.74
-232.11, 49.37, 419.55
-232.53, 50.65, 404.99
-233.75, 51.14, 411.61
-233.29, 49.87, 531.34
-234.50, 50.36, 465.63
-231.74, 48.08, 520.73
-232.87, 48.60, 421.92
-232.49, 47.32, 559.25
-233.62, 47.83, 433.95
-234.04, 49.10, 497.92
-235.24, 49.58, 437.32
-234.78, 48.32, 433.42
-235.97, 48.79, 489.65
-221.85, 39.35, 1109.08
-222.67, 40.02, 511.66
-222.64, 38.67, 560.70
-223.46, 39.33, 422.70
-223.51, 40.68, 448.46
-224.37, 41.32, 695.06
-224.29, 39.98, 1701.52
-225.15, 40.62, 468.11
-223.41, 37.98, 449.81
-224.23, 38.64, 450.54
-224.18, 37.29, 510.38
-225.00, 37.94, 471.76
-225.07, 39.28, 602.10
-225.92, 39.92, 485.68
-225.83, 38.58, 449.37
-226.69, 39.21, 477.39
-225.26, 41.96, 535.01
-226.17, 42.58, 439.35
-226.04, 41.25, 544.64
-226.94, 41.87, 457.69
-227.10, 43.20, 473.27
-228.06, 43.79, 434.99
-227.87, 42.47, 496.56
-228.83, 43.07, 439.89
-226.80, 40.54, 447.65
-227.71, 41.15, 496.78
-227.56, 39.83, 442.96
-228.46, 40.44, 521.14
-228.63, 41.75, 451.51
-229.58, 42.34, 443.33
-229.39, 41.03, 436.17
-230.33, 41.61, 448.73
-224.94, 36.60, 445.26
-225.75, 37.25, 455.13
-225.69, 35.92, 463.07
-226.50, 36.56, 495.64
-226.59, 37.89, 495.51
-227.44, 38.51, 437.26
-227.33, 37.19, 645.61
-228.19, 37.81, 433.49
-226.43, 35.23, 487.39
-227.25, 35.86, 449.07
-227.17, 34.54, 434.45
-227.98, 35.17, 428.18
-228.08, 36.49, 430.48
-228.93, 37.10, 443.11
-228.81, 35.79, 426.50
-229.66, 36.40, 437.86
-228.32, 39.12, 423.54
-229.21, 39.72, 457.34
-229.06, 38.41, 721.10
-229.95, 39.01, 415.13
-230.13, 40.31, 411.82
-231.07, 40.88, 598.32
-230.87, 39.59, 454.23
-231.81, 40.16, 430.03
-229.80, 37.70, 447.98
-230.69, 38.29, 477.13
-230.53, 37.00, 432.27
-231.41, 37.58, 437.06
-231.60, 38.87, 435.47
-232.53, 39.43, 420.55
-232.32, 38.15, 459.99
-233.25, 38.70, 422.39
-229.04, 44.38, 428.84
-230.05, 44.95, 420.12
-229.80, 43.64, 462.04
-230.81, 44.21, 484.67
-231.09, 45.50, 491.71
-232.15, 46.04, 6240.28
-231.84, 44.75, 439.07
-232.89, 45.28, 479.21
-230.56, 42.91, 674.99
-231.56, 43.47, 411.26
-231.30, 42.18, 417.69
-232.30, 42.72, 417.08
-232.58, 44.01, 463.62
-233.63, 44.53, 466.33
-233.31, 43.26, 438.72
-234.35, 43.78, 431.09
-233.24, 46.56, 515.34
-234.36, 47.06, 410.34
-233.98, 45.80, 409.50
-235.09, 46.29, 388.65
-235.51, 47.55, 440.31
-236.68, 48.01, 444.10
-236.22, 46.77, 378.90
-237.39, 47.23, 394.59
-234.70, 45.04, 409.51
-235.81, 45.52, 395.87
-235.42, 44.28, 391.86
-236.52, 44.76, 444.89
-236.93, 46.00, 389.93
-238.09, 46.45, 424.28
-237.63, 45.22, 392.96
-238.78, 45.66, 435.36
-232.04, 41.44, 442.43
-233.03, 41.98, 486.62
-232.77, 40.71, 434.41
-233.75, 41.24, 494.20
-234.04, 42.51, 416.93
-235.07, 43.02, 404.38
-234.75, 41.77, 435.85
-235.79, 42.27, 578.08
-233.49, 39.98, 428.33
-234.47, 40.51, 417.01
-234.20, 39.24, 404.87
-235.18, 39.77, 385.78
-235.47, 41.02, 391.90
-236.49, 41.52, 433.04
-236.17, 40.28, 403.20
-237.19, 40.77, 600.81
-236.13, 43.52, 430.48
-237.22, 43.99, 417.75
-236.84, 42.76, 377.44
-237.92, 43.23, 403.52
-238.33, 44.45, 408.75
-239.46, 44.88, 406.49
-239.02, 43.67, 419.41
-240.14, 44.10, 1940.64
-237.54, 42.00, 416.88
-238.61, 42.46, 454.93
-238.23, 41.24, 396.34
-239.29, 41.70, 435.24
-239.70, 42.90, 442.15
-240.82, 43.33, 380.64
-240.38, 42.14, 411.76
-241.49, 42.55, 379.41
-231.90, 54.78, 410.55
-233.25, 55.27, 463.90
-232.70, 53.99, 432.57
-234.04, 54.47, 410.29
-234.65, 55.73, 414.11
-236.08, 56.17, 396.70
-235.41, 54.92, 427.41
-236.83, 55.36, 379.48
-233.49, 53.20, 394.66
-234.81, 53.67, 560.32
-234.25, 52.41, 403.98
-235.56, 52.87, 460.36
-236.16, 54.12, 487.38
-237.56, 54.54, 386.47
-236.90, 53.31, 383.02
-238.27, 53.73, 389.48
-237.55, 56.59, 393.71
-239.07, 56.98, 395.03
-238.28, 55.77, 469.92
-239.76, 56.15, 388.23
-240.61, 57.35, 417.94
-242.20, 57.68, 366.81
-241.28, 56.51, 470.89
-242.84, 56.84, 476.52
-238.98, 54.94, 418.31
-240.44, 55.32, 395.99
-239.67, 54.12, 510.42
-241.11, 54.49, 406.83
-241.94, 55.67, 405.34
-243.47, 55.99, 450.68
-242.58, 54.83, 374.54
-244.09, 55.14, 638.40
-235.01, 51.62, 407.28
-236.29, 52.07, 409.04
-235.74, 50.83, 388.92
-237.02, 51.27, 415.09
-237.61, 52.50, 399.32
-238.97, 52.91, 400.16
-238.32, 51.70, 386.38
-239.66, 52.10, 444.17
-236.47, 50.04, 381.95
-237.73, 50.47, 438.72
-237.18, 49.25, 482.77
-238.43, 49.68, 456.75
-239.02, 50.89, 542.26
-240.33, 51.28, 407.84
-239.70, 50.08, 391.03
-241.00, 50.47, 378.21
-240.36, 53.30, 420.15
-241.77, 53.66, 371.45
-241.02, 52.47, 523.20
-242.42, 52.82, 381.07
-243.22, 53.99, 351.46
-244.70, 54.29, 392.27
-243.84, 53.15, 394.93
-245.30, 53.45, 359.45
-241.68, 51.65, 391.84
-243.06, 51.99, 378.39
-242.33, 50.83, 525.05
-243.69, 51.17, 363.41
-244.46, 52.31, 404.92
-245.89, 52.60, 471.08
-245.07, 51.47, 367.35
-246.48, 51.76, 363.46
-243.82, 57.99, 394.26
-245.48, 58.27, 380.54
-244.43, 57.14, 382.28
-246.05, 57.41, 362.41
-247.16, 58.52, 392.01
-248.88, 58.73, 337.38
-247.70, 57.64, 402.89
-249.38, 57.85, 412.95
-245.03, 56.28, 394.72
-246.62, 56.54, 358.47
-245.62, 55.42, 363.44
-247.18, 55.68, 382.70
-248.23, 56.77, 349.78
-249.87, 56.97, 331.54
-248.76, 55.90, 658.04
-250.37, 56.10, 431.79
-250.61, 58.91, 362.68
-252.37, 59.06, 349.66
-251.07, 58.03, 396.01
-252.79, 58.17, 355.06
-254.15, 59.17, 315.08
-255.94, 59.24, 427.05
-254.53, 58.27, 390.17
-256.27, 58.34, 384.21
-251.53, 57.14, 492.65
-253.21, 57.27, 385.55
-251.99, 56.26, 373.46
-253.64, 56.38, 347.08
-254.91, 57.37, 340.64
-256.61, 57.44, 354.07
-255.29, 56.48, 325.30
-256.96, 56.54, 333.73
-246.20, 54.57, 346.60
-247.73, 54.82, 349.09
-246.77, 53.72, 380.37
-248.28, 53.96, 334.08
-249.28, 55.03, 357.74
-250.86, 55.22, 421.21
-249.80, 54.17, 374.08
-251.35, 54.34, 340.47
-247.34, 52.86, 363.05
-248.82, 53.10, 597.73
-247.91, 52.01, 364.22
-249.36, 52.24, 333.11
-250.32, 53.30, 714.01
-251.84, 53.47, 373.21
-250.84, 52.43, 1526.97
-252.33, 52.60, 415.41
-252.45, 55.37, 353.58
-254.06, 55.49, 625.55
-252.91, 54.49, 360.11
-254.49, 54.61, 344.22
-255.68, 55.58, 409.89
-257.31, 55.63, 336.32
-256.08, 54.69, 345.43
-257.67, 54.73, 351.76
-253.37, 53.61, 394.53
-254.92, 53.72, 342.89
-253.83, 52.73, 365.12
-255.35, 52.83, 387.30
-256.48, 53.79, 333.46
-258.04, 53.83, 361.30
-256.88, 52.90, 427.76
-258.42, 52.93, 335.82
-237.89, 48.45, 374.05
-239.12, 48.88, 386.20
-238.58, 47.66, 613.89
-239.80, 48.08, 462.23
-240.38, 49.28, 427.54
-241.66, 49.65, 385.94
-241.04, 48.47, 374.00
-242.31, 48.84, 349.98
-239.27, 46.88, 465.40
-240.47, 47.28, 415.97
-239.95, 46.09, 417.99
-241.14, 46.49, 415.76
-241.70, 47.67, 698.94
-242.96, 48.03, 361.71
-242.36, 46.87, 397.28
-243.60, 47.22, 444.91
-242.98, 50.01, 393.97
-244.31, 50.34, 429.89
-243.61, 49.19, 376.50
-244.93, 49.51, 368.36
-245.68, 50.64, 416.50
-247.06, 50.91, 349.14
-246.28, 49.80, 429.22
-247.65, 50.07, 344.27
-244.24, 48.37, 370.85
-245.55, 48.68, 413.64
-244.87, 47.55, 343.42
-246.16, 47.86, 347.08
-246.88, 48.97, 405.85
-248.23, 49.23, 361.20
-247.47, 48.14, 347.54
-248.80, 48.39, 399.23
-240.62, 45.30, 408.46
-241.81, 45.69, 377.78
