# az(deg), al(deg), L(cd) 
-199.49, 54.25, 517.17
-200.21, 55.08, 645.06
-200.75, 53.71, 459.79
-201.49, 54.52, 748.50
-200.96, 55.89, 639.39
-201.75, 56.71, 626.77
-202.25, 55.33, 593.93
-203.05, 56.13, 557.34
-201.98, 53.15, 522.12
-202.73, 53.95, 641.98
-203.18, 52.57, 541.98
-203.94, 53.37, 571.32
-203.51, 54.75, 577.02
-204.32, 55.55, 651.61
-204.73, 54.17, 609.72
-205.56, 54.95, 572.68
-202.57, 57.51, 692.93
-203.43, 58.31, 662.22
-203.89, 56.93, 1976.01
-204.77, 57.73, 712.97
-204.33, 59.11, 618.78
-205.27, 59.90, 665.48
-205.68, 58.51, 610.17
-206.64, 59.29, 589.97
-205.17, 56.34, 660.14
-206.06, 57.12, 1534.02
-206.42, 55.74, 888.70
-207.32, 56.51, 703.56
-206.99, 57.90, 548.73
-207.96, 58.66, 552.51
-208.26, 57.27, 563.23
-209.24, 58.03, 540.03
-204.34, 51.99, 551.05
-205.12, 52.78, 588.67
-205.48, 51.40, 663.15
-206.27, 52.18, 695.05
-205.92, 53.57, 710.95
-206.76, 54.35, 661.64
-207.08, 52.96, 813.31
-207.92, 53.73, 673.23
-206.59, 50.79, 531.01
-207.38, 51.57, 671.13
-207.67, 50.18, 548.87
-208.47, 50.95, 691.30
-208.20, 52.34, 761.61
-209.06, 53.10, 705.46
-209.30, 51.71, 654.46
-210.16, 52.47, 736.83
-207.63, 55.12, 714.80
-208.54, 55.88, 657.30
-208.80, 54.49, 646.73
-209.72, 55.25, 635.77
-209.48, 56.64, 691.79
-210.47, 57.39, 662.06
-210.67, 56.00, 645.08
-211.67, 56.73, 725.76
-209.94, 53.86, 622.85
-210.87, 54.61, 620.89
-211.05, 53.22, 640.51
-211.98, 53.95, 516.25
-211.83, 55.34, 532.73
-212.83, 56.07, 532.53
-212.94, 54.68, 457.87
-213.95, 55.40, 429.94
-206.27, 60.67, 651.03
-207.32, 61.44, 633.43
-207.65, 60.05, 531.50
-208.71, 60.81, 669.90
-208.42, 62.20, 665.49
-209.59, 62.95, 553.46
-209.83, 61.56, 644.44
-211.00, 62.30, 556.63
-208.98, 59.42, 701.17
-210.05, 60.17, 741.96
-210.27, 58.78, 616.22
-211.34, 59.52, 601.46
-211.17, 60.91, 554.99
-212.35, 61.63, 605.17
-212.47, 60.24, 527.12
-213.65, 60.96, 489.58
-210.82, 63.69, 604.07
-212.12, 64.41, 544.85
-212.24, 63.02, 548.51
-213.54, 63.73, 774.16
-213.49, 65.12, 548.53
-214.95, 65.82, 527.03
-214.92, 64.43, 537.83
-216.37, 65.11, 504.87
-213.59, 62.35, 537.19
-214.90, 63.04, 660.75
-214.90, 61.66, 544.07
-216.20, 62.34, 522.12
-216.28, 63.73, 513.62
-217.72, 64.40, 565.05
-217.57, 63.01, 463.11
-219.02, 63.67, 655.38
-211.51, 58.13, 607.49
-212.59, 58.85, 542.18
-212.71, 57.46, 604.73
-213.79, 58.18, 486.85
-213.72, 59.57, 1395.95
-214.91, 60.27, 623.56
-214.93, 58.88, 637.11
-216.11, 59.58, 547.71
-213.87, 56.79, 446.26
-214.95, 57.50, 507.05
-214.99, 56.11, 479.43
-216.08, 56.81, 511.26
-216.09, 58.19, 528.11
-217.27, 58.87, 483.03
-217.21, 57.49, 485.61
-218.39, 58.16, 742.57
-216.15, 60.96, 990.86
-217.45, 61.64, 492.90
