# az(deg), al(deg), L(cd) 
-217.38, 50.28, 512.16
-218.29, 51.00, 638.24
-218.34, 49.59, 456.26
-219.25, 50.30, 740.66
-219.24, 51.71, 632.65
-220.21, 52.41, 620.19
-220.19, 51.01, 588.34
-221.16, 51.70, 552.27
-219.26, 48.90, 518.29
-220.18, 49.60, 636.25
-220.17, 48.20, 538.47
-221.08, 48.89, 567.29
-221.12, 50.30, 572.28
-222.09, 50.98, 645.69
-222.02, 49.58, 605.05
-222.99, 50.26, 568.60
-221.21, 53.11, 685.44
-222.25, 53.79, 655.15
-222.17, 52.39, 1950.70
-223.20, 53.06, 705.65
-223.33, 54.46, 612.29
-224.44, 55.12, 658.39
-224.27, 53.73, 604.30
-225.38, 54.38, 584.38
-223.09, 51.66, 654.09
-224.12, 52.33, 1514.87
-223.99, 50.93, 879.49
-225.02, 51.59, 697.34
-225.19, 52.99, 544.32
-226.29, 53.63, 548.03
-226.08, 52.24, 559.21
-227.17, 52.87, 536.36
-221.05, 47.49, 548.03
-221.96, 48.18, 584.95
-221.90, 46.77, 658.61
-222.82, 47.46, 689.94
-222.90, 48.86, 705.08
-223.86, 49.53, 656.64
-223.75, 48.13, 806.03
-224.71, 48.80, 668.54
-222.74, 46.06, 529.62
-223.65, 46.73, 666.95
-223.56, 45.33, 547.74
-224.46, 46.00, 687.17
-224.58, 47.40, 755.69
-225.54, 48.06, 700.65
-225.39, 46.66, 651.14
-226.35, 47.31, 731.83
-224.86, 50.19, 708.89
-225.88, 50.84, 652.35
-225.71, 49.45, 642.52
-226.73, 50.09, 631.73
-226.94, 51.48, 686.25
-228.03, 52.11, 657.01
-227.78, 50.73, 640.88
-228.86, 51.35, 720.13
-226.53, 48.70, 619.64
-227.55, 49.34, 617.68
-227.33, 47.95, 637.47
-228.34, 48.58, 515.67
-228.59, 49.97, 531.13
-229.66, 50.58, 530.91
-229.38, 49.20, 458.38
-230.44, 49.81, 430.92
-225.59, 55.78, 644.15
-226.78, 56.41, 626.82
-226.52, 55.02, 526.72
-227.71, 55.65, 663.27
-228.02, 57.04, 658.53
-229.30, 57.65, 548.00
-228.93, 56.27, 638.20
-230.20, 56.87, 551.62
-227.43, 54.26, 694.53
-228.60, 54.88, 734.75
-228.30, 53.50, 611.36
-229.47, 54.11, 596.83
-229.82, 55.49, 550.51
-231.07, 56.08, 600.02
-230.67, 54.71, 523.64
-231.91, 55.29, 486.69
-230.62, 58.24, 598.06
-232.00, 58.82, 539.69
-231.51, 57.45, 543.70
-232.87, 58.02, 766.47
-233.42, 59.38, 543.48
-234.89, 59.92, 522.41
-234.27, 58.57, 533.39
-235.72, 59.10, 501.02
-232.37, 56.66, 533.07
-233.71, 57.22, 654.99
-233.20, 55.86, 540.40
-234.52, 56.41, 518.85
-235.09, 57.76, 510.02
-236.52, 58.28, 560.88
-235.88, 56.94, 460.80
-237.29, 57.46, 650.39
-229.15, 52.73, 603.34
-230.31, 53.34, 539.08
-229.97, 51.96, 601.18
-231.12, 52.56, 485.30
-231.50, 53.92, 1379.20
-232.73, 54.50, 619.18
-232.30, 53.14, 633.00
-233.51, 53.70, 545.12
-230.77, 51.18, 446.15
-231.90, 51.77, 505.80
-231.54, 50.40, 479.40
-232.67, 50.98, 510.56
-233.07, 52.35, 526.46
-234.28, 52.90, 482.15
-233.83, 51.55, 485.36
-235.02, 52.10, 737.51
-233.99, 55.06, 980.76
-235.30, 55.60, 490.67
-234.77, 54.25, 522.79
-236.06, 54.79, 498.11
-236.65, 56.13, 596.82
-238.03, 56.63, 506.15
-237.38, 55.31, 477.13
-238.75, 55.80, 484.39
-235.51, 53.45, 512.76
-236.79, 53.97, 531.02
-236.24, 52.64, 518.04
-237.50, 53.16, 570.44
-238.10, 54.48, 517.23
-239.44, 54.97, 516.16
-238.79, 53.66, 477.96
-240.12, 54.14, 577.90
-224.35, 44.60, 596.46
-225.26, 45.27, 696.52
-225.13, 43.87, 711.11
-226.04, 44.53, 827.16
-226.19, 45.92, 696.23
-227.14, 46.56, 647.58
-226.96, 45.17, 705.38
-227.91, 45.81, 637.86
-225.90, 43.13, 666.41
-226.80, 43.78, 671.30
-226.64, 42.39, 649.62
-227.54, 43.04, 738.58
-227.72, 44.42, 784.91
-228.66, 45.06, 621.72
-228.46, 43.67, 648.85
-229.39, 44.30, 654.42
-228.12, 47.20, 700.02
-229.12, 47.82, 442.41
-228.88, 46.44, 774.38
-229.88, 47.06, 563.39
-230.15, 48.43, 416.06
-231.21, 49.03, 473.46
-230.90, 47.66, 490.42
-231.95, 48.26, 492.54
-229.63, 45.68, 619.33
-230.62, 46.29, 522.83
-230.36, 44.91, 630.71
-231.34, 45.52, 599.19
-231.63, 46.89, 527.29
-232.68, 47.47, 560.83
-232.35, 46.11, 513.72
-233.39, 46.69, 480.39
-227.38, 41.65, 692.31
-228.27, 42.29, 650.13
-228.10, 40.90, 894.28
-228.98, 41.54, 671.37
-229.18, 42.92, 645.42
-230.11, 43.54, 623.92
-229.89, 42.16, 689.58
-230.82, 42.78, 573.69
-228.80, 40.15, 588.14
-229.68, 40.78, 659.74
-229.49, 39.40, 651.24
-230.37, 40.03, 582.90
-230.59, 41.40, 555.17
-231.51, 42.01, 547.91
-231.27, 40.64, 624.47
-232.19, 41.25, 543.10
-231.07, 44.15, 592.59
-232.05, 44.75, 581.07
-231.77, 43.38, 545.18
-232.74, 43.97, 503.74
-233.05, 45.33, 607.15
-234.08, 45.91, 510.79
-233.74, 44.55, 548.62
-234.76, 45.12, 585.54
-232.46, 42.61, 517.05
-233.42, 43.20, 505.58
-233.13, 41.84, 512.75
-234.09, 42.42, 525.72
-234.41, 43.77, 574.05
-235.42, 44.33, 591.47
-235.08, 42.99, 534.91
-236.08, 43.54, 515.06
-232.29, 49.62, 560.49
-233.41, 50.19, 503.89
-233.03, 48.84, 486.91
-234.14, 49.40, 485.82
-234.56, 50.75, 638.50
-235.74, 51.30, 560.79
-235.27, 49.95, 572.49
-236.44, 50.49, 556.81
-233.75, 48.05, 492.71
-234.84, 48.61, 485.05
-234.45, 47.26, 510.29
-235.53, 47.81, 637.37
-235.97, 49.15, 483.48
-237.12, 49.68, 487.43
-236.65, 48.35, 575.87
-237.79, 48.88, 522.77
-236.95, 51.83, 518.06
-238.19, 52.34, 466.71
-237.63, 51.01, 497.44
-238.86, 51.52, 503.88
-239.46, 52.83, 545.95
-240.77, 53.31, 469.36
-240.12, 52.01, 519.30
-241.41, 52.47, 506.10
-238.30, 50.20, 475.71
-239.52, 50.70, 482.73
-238.96, 49.38, 614.41
-240.16, 49.87, 490.90
-240.76, 51.18, 481.00
-242.03, 51.64, 537.22
-241.38, 50.35, 468.82
-242.64, 50.81, 468.79
-235.13, 46.47, 516.75
-236.21, 47.02, 507.85
-235.80, 45.67, 679.57
-236.87, 46.22, 496.48
-237.31, 47.55, 519.17
-238.44, 48.07, 462.46
-237.96, 46.74, 471.83
-239.08, 47.25, 580.99
-236.46, 44.88, 488.35
-237.52, 45.42, 472.96
-237.11, 44.09, 529.06
-238.16, 44.62, 474.62
-238.60, 45.94, 469.60
-239.71, 46.44, 473.25
-239.23, 45.13, 549.05
-240.32, 45.63, 482.24
-239.60, 48.57, 471.82
-240.78, 49.05, 537.44
-240.22, 47.75, 448.20
-241.39, 48.23, 470.83
-241.99, 49.52, 475.45
-243.23, 49.97, 511.10
-242.59, 48.69, 502.17
-243.81, 49.13, 420.34
-240.84, 46.93, 505.21
-242.00, 47.41, 451.25
-241.44, 46.11, 507.22
-242.59, 46.58, 447.26
-243.18, 47.86, 446.13
-244.38, 48.30, 444.93
-243.76, 47.03, 447.58
-244.95, 47.46, 421.26
-236.42, 60.44, 519.27
-237.99, 60.94, 553.47
-237.22, 59.62, 497.14
-238.77, 60.11, 490.44
-239.62, 61.42, 521.74
-241.31, 61.87, 546.60
-240.37, 60.57, 504.33
-242.02, 61.02, 506.09
-238.00, 58.79, 571.00
-239.52, 59.27, 469.18
-238.74, 57.95, 504.25
-240.24, 58.43, 478.34
-241.09, 59.73, 696.45
-242.70, 60.16, 478.87
-241.78, 58.88, 492.87
-243.36, 59.31, 430.90
-243.05, 62.30, 607.78
-244.84, 62.70, 497.75
-243.72, 61.44, 502.33
-245.47, 61.83, 469.40
-246.68, 63.08, 496.65
-248.57, 63.42, 670.19
-247.26, 62.20, 470.44
-249.10, 62.54, 438.68
-244.36, 60.58, 566.67
-246.07, 60.96, 426.94
-244.98, 59.71, 469.62
-246.65, 60.09, 505.97
-247.82, 61.32, 458.68
-249.62, 61.65, 497.99
-248.36, 60.44, 459.88
-250.11, 60.77, 523.84
-239.46, 57.12, 472.28
-240.93, 57.58, 533.72
-240.15, 56.28, 465.07
-241.60, 56.74, 500.24
-242.44, 58.03, 489.05
-243.99, 58.45, 449.97
-243.08, 57.18, 450.02
-244.60, 57.59, 430.31
-240.83, 55.44, 549.25
-242.25, 55.89, 514.78
-241.48, 54.60, 481.43
-242.87, 55.05, 576.33
-243.70, 56.32, 514.70
-245.20, 56.73, 509.17
-244.31, 55.47, 520.00
-245.77, 55.87, 427.73
-245.58, 58.84, 442.34
-247.21, 59.22, 445.22
-246.16, 57.98, 418.55
-247.76, 58.34, 410.29
-248.88, 59.56, 422.50
-250.59, 59.88, 447.48
-249.39, 58.68, 419.13
-251.06, 58.99, 459.80
-246.72, 57.11, 460.49
-248.29, 57.47, 443.13
-247.27, 56.24, 680.76
-248.80, 56.60, 454.13
-249.89, 57.80, 437.59
-251.51, 58.11, 432.86
-250.37, 56.92, 422.85
-251.96, 57.22, 646.42
-250.51, 63.74, 467.97
-252.50, 64.02, 444.24
-250.99, 62.84, 610.75
-252.92, 63.12, 404.72
-254.52, 64.27, 461.96
-256.58, 64.48, 477.25
-254.88, 63.36, 437.31
-256.88, 63.57, 412.91
-251.45, 61.95, 514.96
-253.32, 62.22, 450.25
-251.90, 61.06, 513.36
-253.72, 61.32, 426.95
-255.23, 62.46, 561.81
-257.17, 62.67, 621.47
-255.58, 61.56, 449.59
-257.46, 61.76, 424.90
-258.68, 64.66, 404.96
-260.80, 64.80, 374.12
-258.91, 63.75, 398.34
-260.96, 63.89, 438.73
-262.95, 64.91, 435.43
-265.10, 64.97, 384.38
-263.04, 63.99, 413.17
-265.13, 64.06, 350.78
-259.14, 62.84, 377.24
-261.13, 62.97, 397.95
-259.37, 61.93, 365.77
-261.30, 62.06, 417.44
-263.14, 63.07, 382.23
-265.16, 63.14, 357.06
-263.25, 62.16, 395.32
-265.21, 62.22, 353.81
-252.34, 60.17, 553.64
-254.11, 60.43, 403.81
-252.76, 59.28, 498.07
-254.49, 59.53, 447.78
-255.91, 60.66, 400.45
-257.75, 60.85, 396.50
-256.25, 59.75, 422.88
-258.03, 59.95, 438.49
-253.17, 58.38, 426.36
-254.86, 58.63, 410.00
-253.58, 57.49, 599.84
-255.23, 57.74, 416.71
-256.58, 58.85, 385.56
-258.32, 59.04, 404.20
-256.91, 57.95, 410.61
-258.60, 58.14, 385.12
-259.60, 61.02, 395.63
-261.48, 61.15, 374.78
-259.84, 60.11, 402.07
-261.66, 60.24, 393.66
-263.37, 61.24, 670.87
-265.27, 61.31, 357.07
-263.50, 60.33, 346.15
-265.35, 60.39, 375.47
-260.08, 59.20, 393.32
-261.85, 59.32, 361.66
-260.32, 58.29, 393.53
-262.05, 58.41, 548.91
-263.64, 59.42, 458.86
-265.44, 59.48, 347.21
-263.79, 58.50, 393.43
-265.54, 58.56, 349.08
-242.11, 53.77, 488.97
-243.49, 54.20, 490.83
-242.73, 52.92, 899.75
-244.08, 53.35, 556.37
-244.89, 54.62, 447.90
-246.33, 55.01, 467.63
-245.46, 53.76, 455.36
-246.88, 54.15, 679.56
-243.33, 52.08, 648.03
-244.66, 52.51, 437.87
-243.92, 51.24, 463.33
-245.23, 51.66, 558.58
-246.02, 52.91, 496.49
-247.41, 53.29, 408.93
-246.57, 52.05, 469.60
-247.94, 52.43, 387.81
-247.80, 55.38, 409.84
-249.31, 55.72, 391.62
-248.32, 54.51, 391.32
-249.80, 54.85, 397.03
-250.84, 56.04, 423.37
-252.40, 56.34, 383.90
-251.30, 55.16, 410.60
-252.83, 55.45, 446.22
-248.83, 53.64, 401.34
-250.28, 53.98, 455.46
-249.33, 52.78, 468.23
-250.75, 53.10, 475.08
-251.75, 54.29, 411.77
-253.25, 54.57, 431.62
-252.20, 53.41, 798.55
-253.67, 53.69, 448.44
-244.50, 50.40, 454.19
-245.79, 50.81, 409.52
-245.06, 49.56, 1043.03
-246.33, 49.96, 501.34
-247.11, 51.20, 439.30
-248.45, 51.57, 418.53
-247.63, 50.35, 617.89
-248.96, 50.71, 455.02
-245.62, 48.72, 425.02
-246.87, 49.11, 825.18
-246.16, 47.87, 563.45
-247.40, 48.27, 466.92
-248.15, 49.49, 812.70
-249.46, 49.85, 506.11
-248.66, 48.64, 415.41
-249.95, 48.99, 499.91
-249.82, 51.91, 530.50
-251.22, 52.23, 413.98
-250.31, 51.05, 541.29
-251.68, 51.36, 449.23
-252.64, 52.53, 391.83
-254.08, 52.80, 484.24
-253.08, 51.65, 397.07
-254.49, 51.92, 378.50
-250.79, 50.18, 404.27
-252.14, 50.49, 520.31
-251.26, 49.32, 407.19
-252.59, 49.62, 421.28
-253.51, 50.78, 453.15
-254.90, 51.04, 534.93
-253.94, 49.91, 463.56
-255.31, 50.16, 564.26
-253.99, 56.60, 425.39
-255.60, 56.84, 396.50
-254.38, 55.71, 400.34
-255.96, 55.95, 530.36
-257.23, 57.05, 377.87
-258.89, 57.23, 530.46
-257.56, 56.15, 853.99
-259.17, 56.33, 444.68
-254.77, 54.83, 1054.62
-256.32, 55.06, 418.63
-255.16, 53.94, 381.59
-256.67, 54.16, 385.48
-257.88, 55.26, 408.14
-259.46, 55.43, 423.93
-258.20, 54.36, 395.13
-259.75, 54.53, 779.51
-260.56, 57.38, 370.85
-262.25, 57.50, 384.35
-260.81, 56.48, 455.21
-262.46, 56.60, 469.38
-263.95, 57.59, 367.91
-265.66, 57.65, 355.80
-264.12, 56.68, 335.53
-265.78, 56.73, 342.58
-261.06, 55.57, 337.81
-262.67, 55.69, 426.21
-261.32, 54.67, 366.59
-262.89, 54.78, 418.63
-264.29, 55.77, 392.44
-265.92, 55.82, 354.05
-264.48, 54.86, 330.50
-266.07, 54.91, 405.48
-255.55, 53.05, 363.03
-257.03, 53.27, 415.73
-255.93, 52.16, 373.74
-257.38, 52.38, 361.63
-258.53, 53.46, 946.19
-260.05, 53.63, 389.29
-258.86, 52.57, 356.92
-260.34, 52.73, 531.97
-256.31, 51.28, 458.03
-257.74, 51.49, 371.68
-256.69, 50.40, 366.33
-258.10, 50.60, 354.20
-259.19, 51.68, 388.93
-260.64, 51.83, 410.12
-259.51, 50.78, 2008.97
-260.95, 50.94, 353.13
-261.58, 53.76, 390.04
-263.12, 53.87, 415.36
-261.84, 52.86, 390.74
-263.35, 52.97, 409.54
-264.67, 53.95, 341.14
-266.23, 54.00, 413.62
-264.87, 53.04, 353.73
-266.40, 53.08, 346.53
-262.11, 51.96, 354.16
-263.60, 52.06, 369.26
-262.39, 51.06, 440.23
-263.84, 51.16, 383.70
-265.08, 52.13, 502.12
-266.58, 52.17, 439.62
-265.31, 51.22, 450.60
-266.77, 51.26, 388.36
-230.18, 38.65, 650.22
-231.05, 39.27, 566.18
-230.85, 37.90, 548.46
-231.72, 38.51, 594.24
-231.95, 39.88, 514.63
-232.86, 40.48, 520.35
-232.61, 39.12, 493.12
-233.52, 39.71, 530.41
-231.51, 37.14, 590.11
-232.38, 37.75, 522.20
-232.16, 36.39, 578.02
-233.03, 36.99, 519.66
-233.27, 38.35, 576.90
-234.17, 38.94, 492.37
-233.91, 37.58, 523.75
-234.81, 38.17, 487.83
-233.80, 41.06, 491.28
-234.75, 41.64, 518.80
-234.45, 40.29, 718.75
-235.40, 40.86, 1222.44
-235.73, 42.20, 500.36
-236.72, 42.75, 493.82
-236.37, 41.42, 483.82
-237.36, 41.96, 481.96
-235.09, 39.51, 484.85
-236.04, 40.08, 532.13
-235.73, 38.74, 539.42
-236.66, 39.30, 490.27
-237.00, 40.63, 490.25
-237.98, 41.17, 466.38
-237.62, 39.85, 468.35
-238.59, 40.38, 490.89
-232.81, 35.63, 572.96
-233.67, 36.23, 504.30
-233.45, 34.87, 525.98
-234.30, 35.47, 1060.83
-234.55, 36.82, 523.74
-235.44, 37.40, 607.17
-235.18, 36.05, 553.73
-236.07, 36.63, 543.56
-234.08, 34.11, 512.54
-234.93, 34.70, 508.25
-234.70, 33.36, 548.69
-235.55, 33.94, 495.73
-235.80, 35.28, 540.00
-236.68, 35.85, 566.58
-236.41, 34.52, 561.07
-237.29, 35.08, 510.07
-236.35, 37.96, 468.46
-237.28, 38.52, 471.31
-236.97, 37.19, 489.15
-237.90, 37.74, 477.94
-238.23, 39.06, 453.37
-239.20, 39.59, 469.62
-238.84, 38.28, 497.10
-239.80, 38.80, 484.49
-237.59, 36.41, 495.64
-238.51, 36.96, 527.30
-238.19, 35.64, 500.74
-239.11, 36.18, 452.03
-239.44, 37.49, 508.29
-240.40, 38.01, 504.50
-240.04, 36.71, 461.74
-240.99, 37.22, 458.24
-237.74, 43.29, 484.81
-238.78, 43.82, 525.32
-238.37, 42.50, 545.58
-239.40, 43.01, 452.83
-239.84, 44.32, 473.70
-240.93, 44.82, 461.02
-240.45, 43.52, 452.41
-241.53, 44.01, 499.79
-238.98, 41.70, 485.20
-240.01, 42.21, 500.32
-239.59, 40.90, 512.50
-240.60, 41.41, 508.56
-241.05, 42.71, 464.67
-242.11, 43.19, 513.24
-241.64, 41.90, 434.38
-242.69, 42.38, 439.06
-242.04, 45.30, 481.55
-243.17, 45.76, 455.66
-242.62, 44.48, 432.06
-243.74, 44.93, 638.84
-244.32, 46.20, 455.92
-245.50, 46.63, 428.48
-244.88, 45.37, 416.81
-246.05, 45.79, 513.13
-243.20, 43.66, 456.39
-244.31, 44.11, 447.37
