# az(deg), al(deg), L(cd) 
-249.42, 54.96, 678.20
-250.91, 55.30, 452.48
-251.99, 56.49, 435.95
-253.57, 56.79, 431.26
-252.43, 55.61, 421.36
-253.98, 55.90, 644.12
-252.77, 62.42, 465.80
-254.68, 62.69, 442.16
-253.20, 61.53, 608.23
-255.05, 61.79, 402.81
-256.62, 62.93, 459.85
-258.59, 63.13, 475.12
-256.94, 62.02, 435.32
-258.85, 62.22, 411.02
-253.61, 60.63, 512.78
-255.42, 60.89, 448.28
-254.02, 59.74, 511.25
-255.77, 59.99, 425.13
-257.25, 61.11, 559.53
-259.11, 61.31, 619.05
-257.56, 60.21, 447.73
-259.37, 60.40, 423.15
-260.59, 63.30, 403.05
-262.62, 63.43, 372.31
-260.79, 62.38, 396.51
-262.75, 62.52, 436.82
-264.66, 63.53, 433.33
-266.71, 63.59, 382.44
-264.73, 62.61, 411.20
-266.72, 62.67, 349.01
-260.99, 61.47, 375.57
-262.90, 61.60, 396.25
-261.20, 60.56, 364.24
-263.05, 60.69, 415.79
-264.82, 61.70, 380.61
-266.75, 61.76, 355.37
-264.91, 60.78, 393.77
-266.79, 60.84, 352.25
-254.41, 58.84, 551.48
-256.12, 59.09, 402.16
-254.80, 57.95, 496.17
-256.47, 58.19, 446.09
-257.86, 59.31, 398.85
-259.62, 59.49, 394.95
-258.16, 58.40, 421.32
-259.88, 58.59, 436.93
-255.18, 57.05, 424.81
-256.81, 57.29, 408.56
-255.55, 56.16, 597.76
-257.15, 56.39, 415.39
-258.47, 57.50, 384.27
-260.14, 57.68, 402.90
-258.76, 56.60, 409.38
-260.40, 56.78, 384.04
-261.41, 59.65, 394.13
-263.21, 59.78, 373.39
-261.62, 58.74, 400.68
-263.37, 58.86, 392.35
-265.02, 59.87, 668.56
-266.84, 59.93, 355.83
-265.14, 58.95, 345.06
-266.91, 59.01, 374.35
-261.84, 57.83, 392.12
-263.54, 57.95, 360.62
-262.05, 56.92, 392.47
-263.72, 57.04, 547.33
-265.27, 58.04, 457.54
-266.99, 58.10, 346.34
-265.40, 57.13, 392.47
-267.09, 57.18, 348.33
-244.35, 52.53, 487.14
-245.69, 52.95, 489.00
-244.92, 51.68, 896.18
-246.25, 52.10, 554.34
-247.07, 53.35, 446.28
-248.48, 53.73, 465.97
-247.60, 52.49, 453.81
-248.99, 52.86, 677.08
-245.49, 50.83, 645.61
-246.79, 51.24, 436.46
-246.04, 49.99, 461.85
-247.32, 50.39, 556.69
-248.12, 51.63, 494.87
-249.48, 52.00, 407.74
-248.64, 50.77, 468.19
-249.97, 51.13, 386.82
-249.91, 54.09, 408.43
-251.38, 54.42, 390.34
-250.39, 53.21, 390.12
-251.83, 53.54, 395.87
-252.86, 54.73, 422.02
-254.38, 55.01, 382.73
-253.29, 53.85, 409.43
-254.78, 54.12, 444.94
-250.87, 52.34, 400.23
-252.28, 52.67, 454.17
-251.33, 51.47, 466.92
-252.72, 51.79, 473.78
-253.71, 52.96, 410.70
-255.17, 53.24, 430.51
-254.13, 52.08, 795.80
-255.56, 52.35, 447.35
-246.58, 49.14, 452.84
-247.85, 49.54, 408.44
-247.11, 48.29, 1038.63
-248.36, 48.68, 499.87
-249.14, 49.91, 438.11
-250.45, 50.27, 417.48
-249.63, 49.06, 615.83
-250.93, 49.41, 453.86
-247.63, 47.44, 423.95
-248.86, 47.83, 821.96
-248.15, 46.60, 561.63
-249.37, 46.98, 465.68
-250.12, 48.20, 809.60
-251.40, 48.54, 504.72
-250.60, 47.34, 414.51
-251.86, 47.68, 498.58
-251.80, 50.60, 528.97
-253.16, 50.92, 413.03
-252.25, 49.73, 539.74
-253.59, 50.04, 448.16
-254.54, 51.20, 391.03
-255.94, 51.47, 483.04
-254.95, 50.32, 396.31
-256.33, 50.58, 377.86
-252.70, 48.87, 403.46
-254.02, 49.17, 518.90
-253.14, 48.00, 406.38
-254.44, 48.30, 420.43
-255.36, 49.45, 452.13
-256.71, 49.70, 533.51
-255.76, 48.57, 462.49
-257.10, 48.82, 562.65
-255.92, 55.27, 424.13
-257.48, 55.50, 395.42
-256.28, 54.37, 399.31
-257.81, 54.60, 528.85
-259.06, 55.70, 376.91
-260.66, 55.87, 528.95
-259.36, 54.80, 851.20
-260.93, 54.97, 443.60
-256.65, 53.48, 1050.87
-258.15, 53.70, 417.68
-257.01, 52.59, 380.84
-258.48, 52.81, 384.74
-259.66, 53.90, 407.25
-261.19, 54.06, 423.00
-259.96, 53.00, 394.36
-261.46, 53.16, 777.05
-262.28, 56.02, 370.00
-263.91, 56.13, 383.49
-262.51, 55.11, 454.11
-264.10, 55.22, 468.26
-265.55, 56.21, 367.16
-267.19, 56.27, 355.12
-265.70, 55.30, 334.98
-267.31, 55.35, 342.01
-262.74, 54.20, 337.28
-264.30, 54.31, 425.32
-262.98, 53.30, 365.98
-264.50, 53.40, 417.80
-265.87, 54.39, 391.70
-267.44, 54.44, 353.47
-266.04, 53.48, 330.05
-267.58, 53.53, 404.67
-257.37, 51.70, 362.44
-258.81, 51.92, 414.89
-257.73, 50.82, 373.14
-259.14, 51.03, 361.08
-260.27, 52.10, 942.87
-261.74, 52.26, 388.60
-260.57, 51.21, 356.40
-262.02, 51.36, 530.59
-258.09, 49.93, 457.01
-259.48, 50.13, 371.10
-258.45, 49.04, 365.79
-259.82, 49.24, 353.72
-260.88, 50.31, 388.26
-262.30, 50.46, 409.33
-261.19, 49.42, 1999.58
-262.59, 49.56, 352.61
-263.22, 52.39, 389.35
-264.72, 52.50, 414.54
-263.47, 51.49, 390.04
-264.94, 51.59, 408.72
-266.22, 52.57, 340.64
-267.73, 52.61, 412.74
-266.41, 51.66, 353.14
-267.89, 51.70, 345.92
-263.73, 50.59, 353.63
-265.17, 50.68, 368.60
-263.99, 49.68, 439.20
-265.40, 49.78, 382.91
-266.61, 50.75, 500.73
-268.06, 50.79, 438.47
-266.82, 49.84, 449.39
-268.25, 49.88, 387.43
-232.26, 37.57, 646.74
-233.14, 38.18, 563.42
-232.90, 36.81, 545.73
-233.78, 37.41, 591.17
-234.03, 38.77, 512.32
-234.95, 39.36, 518.04
-234.67, 38.00, 490.92
-235.58, 38.58, 527.98
-233.54, 36.04, 586.93
-234.41, 36.64, 519.67
-234.17, 35.28, 574.88
-235.03, 35.87, 517.11
-235.30, 37.23, 573.95
-236.20, 37.80, 490.20
-235.91, 36.45, 521.20
-236.81, 37.02, 485.65
-235.88, 39.93, 489.23
-236.83, 40.49, 516.60
-236.50, 39.15, 714.91
-237.45, 39.71, 1214.88
-237.80, 41.05, 498.34
-238.80, 41.58, 491.91
-238.41, 40.25, 481.90
-239.40, 40.79, 480.12
-237.12, 38.37, 482.79
-238.06, 38.92, 529.75
-237.73, 37.58, 536.87
-238.66, 38.13, 488.19
-239.02, 39.46, 488.27
-239.99, 39.99, 464.63
-239.61, 38.67, 466.53
-240.58, 39.19, 488.94
-234.79, 34.51, 569.80
-235.65, 35.10, 501.83
-235.40, 33.75, 523.23
-236.26, 34.33, 1052.63
-236.52, 35.68, 521.15
-237.42, 36.24, 603.85
-237.13, 34.90, 550.79
-238.02, 35.46, 540.78
-236.00, 32.98, 509.87
-236.86, 33.56, 505.67
-236.61, 32.21, 545.53
-237.46, 32.79, 493.26
-237.73, 34.13, 537.11
-238.61, 34.69, 563.51
-238.32, 33.35, 557.90
-239.20, 33.91, 507.53
-238.33, 36.80, 466.51
-239.26, 37.34, 469.38
-238.92, 36.01, 486.96
-239.84, 36.55, 475.94
-240.20, 37.87, 451.67
